"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"1","RT @HillaryClinton: Donald Trump just got one of his only newspaper endorsements of this election...from the Ku Klux Klan. https://t.co/kT4…",FALSE,0,NA,2016-11-03 16:10:35,FALSE,NA,"794210174311415808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nvelasco28",3602,TRUE,FALSE,NA,NA,"Texas, USA","en","http://pbs.twimg.com/profile_images/732811547312041985/cWbH80aA_normal.jpg"
"2","RT @AdolfJoeBiden: ""And you can tell them...to go fuck themselves."" - Donald J. Trump",FALSE,0,NA,2016-11-03 16:10:35,FALSE,NA,"794210173938270208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhitestRabbit_",18,TRUE,FALSE,NA,NA,"USA","en","http://pbs.twimg.com/profile_images/787781140987863040/eesreiUZ_normal.jpg"
"3","RT @JasonMillerinDC: Donald Trump more trustworthy than Hillary Clinton, poll finds https://t.co/0kJmeDcla7",FALSE,0,NA,2016-11-03 16:10:35,FALSE,NA,"794210173392973824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sunnyallamerica",823,TRUE,FALSE,NA,NA,"TRUMPLAND USA","en","http://pbs.twimg.com/profile_images/746850126761713664/SUxuQ06z_normal.jpg"
"4","RT @MaryLoveUS4: URGENT: Donald Trump Just Called Out Obama for His SICKEST Crime Yet! https://t.co/WotJJ2Dscs https://t.co/jHw3kZz1bQ",FALSE,0,NA,2016-11-03 16:10:35,FALSE,NA,"794210173283958784",NA,"<a href=""http://www.botlibre.com"" rel=""nofollow"">BOTlibre!</a>","itsHaramBot",1,TRUE,FALSE,NA,NA,"shitpostnation, australia","en","http://pbs.twimg.com/profile_images/784027989176569856/9PEt3H34_normal.jpg"
"5","RT @tastefactory: DONALD TRUMP: A lot of people are agreeing, it's clear that I won the World Series tonight. These are exciting times.",FALSE,0,NA,2016-11-03 16:10:35,FALSE,NA,"794210173141192705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PrincessPat_",224,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/783002232694243329/pjWUo0wg_normal.jpg"
"6","RT @sarahkendzior: This is how Trump's team reacted when a Daily Beast reporter tried to cover the rape charge. Few covered it since. https…",FALSE,0,NA,2016-11-03 16:10:35,FALSE,NA,"794210171320995843",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","mkoc088",10323,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/778827293388976130/tbIrKkHb_normal.jpg"
"7","RT @FoxNews: #MarkCuban doesn't care if you boycott his brands as long as it means #DonaldTrump isn't president. https://t.co/7Q3euNVBto ht…",FALSE,0,NA,2016-11-03 16:10:35,FALSE,NA,"794210170633125889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ConorWhite7",22,TRUE,FALSE,NA,NA,"Columbus","en","http://pbs.twimg.com/profile_images/660474189871226880/HQ7Kit7t_normal.jpg"
"8","RT @hrtablaze: Until CNN,Fox,Msnbc project Donald Trump has won the POTUS, we fight for every single vote! Shout out to #PatriotsUnited #La…",FALSE,0,NA,2016-11-03 16:10:34,FALSE,NA,"794210170255511552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hamptt1",58,TRUE,FALSE,NA,NA,"Texas, USA","en","http://pbs.twimg.com/profile_images/793990535459393536/VTEywgot_normal.jpg"
"9","RT @sarahkendzior: This is how Trump's team reacted when a Daily Beast reporter tried to cover the rape charge. Few covered it since. https…",FALSE,0,NA,2016-11-03 16:10:34,FALSE,NA,"794210170142334976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twitsanon",10323,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/742025069942054912/xNWuaGVK_normal.jpg"
"10","RT @LindaSuhler: When this is done, Donald Trump will have spent $100Mil of his OWN money to save this country.
Who else has ever done this…",FALSE,0,NA,2016-11-03 16:10:34,FALSE,NA,"794210169630535680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oldyfan2012",4828,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/759950237095997440/6Rudts7S_normal.jpg"
