"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"1","RT @starknightz: LA Times Poll: Trump raked in 48 percent while Clinton grabbed 42.6 percent
https://t.co/FubUIPGQ4X #hillary #emails #Trum…",FALSE,0,NA,2016-11-06 14:08:22,FALSE,NA,"795266578447302659",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bobd42",5,TRUE,FALSE,NA,NA,"Knoxville, TN","en","http://pbs.twimg.com/profile_images/558627913306607616/-2thcccG_normal.jpeg"
"2","RT @ABCPolitics: NEW: Hillary Clinton's lead over Donald Trump climbs to 5 points in latest @ABC News/WaPo tracking poll https://t.co/BkO5l…",FALSE,0,NA,2016-11-06 14:08:22,FALSE,NA,"795266577335717888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","01MB",103,TRUE,FALSE,NA,NA,"Moving to Canada if Trump wins","en","http://pbs.twimg.com/profile_images/785243882531360768/jihrawXH_normal.jpg"
"3","RT @BreitbartNews: It just keeps. Getting. Worse. https://t.co/ZE2r0Lu9zZ",FALSE,0,NA,2016-11-06 14:08:21,FALSE,NA,"795266577004457991",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","engine442003",85,TRUE,FALSE,NA,NA,"Centerville, Ohio","en","http://pbs.twimg.com/profile_images/469868017707266048/UURiFo9e_normal.jpeg"
"4","RT @TheDailyDish2: Hillary Clinton instructed her freaking maid to handle classified information yet y'all are sayin #TrumpCantBePOTUS ?

D…",FALSE,0,NA,2016-11-06 14:08:21,FALSE,NA,"795266576484274176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Diane1hDiane",39,TRUE,FALSE,NA,NA,"USA","en","http://pbs.twimg.com/profile_images/550017034105266176/YPdPk-0b_normal.jpeg"
"5","RT @BreitbartNews: When normal people break up your presumptive coronation: https://t.co/bPfII1oHsD",FALSE,0,NA,2016-11-06 14:08:21,FALSE,NA,"795266576475914240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","whitenesmonstaz",239,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/777024210464047104/DTB58x-2_normal.jpg"
"6","RT @kerpen: Meet MARINA SANTOS, the Filipino maid who routinely handled Hillary's top secret classified docs. No clearance. https://t.co/XU…",FALSE,0,NA,2016-11-06 14:08:21,FALSE,NA,"795266576425566208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GrudenPolitics",237,TRUE,FALSE,NA,NA,"Boston, MA","en","http://pbs.twimg.com/profile_images/788110926121725953/kQcv2kW0_normal.jpg"
"7","Report: Hillary Clinton Told Maid to Print Classified Info - Breitbart https://t.co/jrtFL0zMoa",FALSE,0,NA,2016-11-06 14:08:21,FALSE,NA,"795266576094216192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WR8bbit",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/2660012947/1062b67deb7d41d49eba46e56fe547e8_normal.jpeg"
"8","RT @orbooks: Forthcoming: Hillary Clinton - The Goldman Sachs Speeches. Foreword by Julian Assange 
https://t.co/p67SZkI6jm",FALSE,0,NA,2016-11-06 14:08:21,FALSE,NA,"795266575045640193",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Smatt1",1449,TRUE,FALSE,NA,NA,"Miami, Florida","en","http://pbs.twimg.com/profile_images/728188080277078017/8fU6ly2S_normal.jpg"
"9","RT @DrMartyFox: #Hillary Directed HER MAID To Print CLASSIFIED  Materials

This Is From The State Department

NOT ""Russian Hackers""

https:…",FALSE,0,NA,2016-11-06 14:08:21,FALSE,NA,"795266574299103238",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","schoener_shere",307,TRUE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/741078919198212097/r3ALt9v6_normal.jpg"
"10","RT @wikileaks: Deleted Clinton email: Colin Powel warns Hillary Clinton to be ""very careful"" to not get caught hiding her emails https://t.…",FALSE,0,NA,2016-11-06 14:08:21,FALSE,NA,"795266574127132672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dieseldavies",6918,TRUE,FALSE,NA,NA,"Vancouver, British Columbia","en","http://pbs.twimg.com/profile_images/787848567385841664/uQmDbVMB_normal.jpg"
"11","RT @BreitbartNews: It just keeps. Getting. Worse. https://t.co/ZE2r0Lu9zZ",FALSE,0,NA,2016-11-06 14:08:21,FALSE,NA,"795266573162385408",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","srv_g",85,TRUE,FALSE,NA,NA,"New England","en","http://pbs.twimg.com/profile_images/690963107682914305/orGNQJh5_normal.jpg"
"12","RT @thomassfl: When normal people break up your presumptive coronation: https://t.co/V4RTwzhlRp",FALSE,0,NA,2016-11-06 14:08:20,FALSE,NA,"795266571576942592",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CarolBr41960083",8,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/717693492865052673/ajADrSrK_normal.jpg"
"13","RT @RepStevenSmith: Hillary Clinton can't point to a single foreign policy success as Secretary of State, but she supported ALL of these wa…",FALSE,0,NA,2016-11-06 14:08:20,FALSE,NA,"795266571014901760",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rebeccasallen2",40,TRUE,FALSE,NA,NA,"sarasota,fl","en","http://pbs.twimg.com/profile_images/378800000365149938/de05c2bd278c815492138f7fb8f5d896_normal.jpeg"
"14","RT @WeAreChangeNYC: Did you know that Hillary Clinton got kick backs as Secretary of State to broker a deal that sold Russia 20% of US… htt…",FALSE,0,NA,2016-11-06 14:08:20,FALSE,NA,"795266570033500160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mugwort13",10,TRUE,FALSE,NA,NA,"Maryland, USA","en","http://pbs.twimg.com/profile_images/794538421381464069/fmkzMMXp_normal.jpg"
"15","RT @kerpen: Meet MARINA SANTOS, the Filipino maid who routinely handled Hillary's top secret classified docs. No clearance. https://t.co/XU…",FALSE,0,NA,2016-11-06 14:08:20,FALSE,NA,"795266569974771712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","txgforever",237,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/785801444150489089/IKfqHCSQ_normal.jpg"
